,InChiKey,Molecule,database_identifier,AB003,AB006,AB008,AB009,AB010,AB012,AB014,AB017,AB022,AB023,AB024,AB026,AB028,AB029,AB031,AB032,AB034,AB036,AB037,AB038,AB041,AB042,AB043,AB045,AB047,AB049,AB050,AB051,AB055,AB058,AB059,AB060,AB063,AB064,AB065,CD001,CD004,CD008,CD009,CD010,CD011,CD012,CD014,CD015,CD016,CD017,CD020,CD024,CD025,CD026,CD027,CD029,CD030,CD033,CD034,CD035,CD036,CD037,CD039,CD040,CD041,CD042,CD043,CD045,CD046,CD047,CD048,CD049,CD050,CD052,CD053,CD055,CD056,CD062,CD063,CD067,CD068,CD070,CD071,CD072,CD073,CD074,CD075,CD076,CD077,CD078,CD080,CD081,CD083,CD085,CD086,CD088,EF001,EF002,EF003,EF004,EF005,EF006,EF008,EF009,EF010,EF012,EF013,EF019,EF020,EF027,EF028,EF029,EF031,EF032,EF033,EF034,EF035,EF036,EF040,EF041,EF045,EF048,EF051,EF052,EF053,EF056,EF057,EF059,EF060,EF061,GH006,GH007,GH008,GH009,GH011,GH013,GH015,GH016,GH019,GH021,GH024,GH026,GH027,GH030,GH038,GH039,GH040,GH041,GH042,GH046,GH050,GH053,GH054,GH057,GH058,GH060,GH061,GH062,GH063,IJ001,IJ006,IJ009,IJ010,IJ013,IJ014,IJ029,IJ038,IJ043,IJ044,IJ047,IJ049,IJ059,IJ061,IJ075
827,UHEJWASONFIROS-YPSHDQQVSA-N,TG(56:5) C,10.79_947.75_10.83_926.82_10.83_931.78,106842.8806,108649.7639,97257.94694,99890.23609,157626.8883,101981.1271,128651.6357,110146.24,78463.0945,80758.79613,53407.84944,111836.3028,90132.95946,45001.62336,120501.6102,128320.9388,63378.30803,199694.3413,139272.3457,46713.42401,116179.586,79495.39348,120246.1692,59402.46922,77730.16308,106850.4965,186600.5359,58724.72468,68300.13312,68424.53873,148796.8156,116078.4691,202867.8215,122957.4506,151215.4745,147883.3817,109300.9393,73257.88078,66659.40439,61219.43893,65313.489,62666.50451,107381.1012,111679.5894,145975.5843,69375.09449,126577.3505,151238.4546,104653.9461,126122.8125,94981.93009,104987.5436,89016.72943,71234.69038,117903.5077,51605.24947,55984.05415,123065.0758,71585.25422,69131.17581,146475.7312,126626.2156,235061.4093,69391.62863,153915.823,129596.5642,43408.3642,80623.15323,64301.9652,73402.30723,74522.3847,94667.82811,123179.9109,95248.3578,174312.3582,65306.8054,51337.03061,91520.96368,130590.3172,100817.0041,83588.47562,109821.3896,88528.28969,21195.34673,93735.21821,140991.9282,70231.99926,52593.133,104079.2944,132179.023,147043.8551,67267.55064,182429.2476,99976.42113,151584.5939,125037.1154,65104.02401,105932.6611,254197.358,167940.9419,62097.28525,122971.3579,72422.58606,120145.9346,132688.0113,189378.6113,187737.1,113945.4524,109794.6792,190201.0844,85960.53798,96267.80391,123803.5041,67149.21201,52286.25087,55150.89289,188140.21,122966.9823,115877.8123,112757.9805,55602.66594,120549.1914,96858.38901,136861.9311,151117.1797,159095.9363,19954.93685,73070.82023,92207.04951,197516.6299,94172.87343,127967.8441,141689.2013,151337.1203,116637.4666,71006.75886,73160.38752,103912.3131,61883.66522,75124.01728,83768.13114,84095.34881,151906.0358,190743.84,67397.31382,164707.5539,56011.13631,171150.0547,75010.42813,85811.41871,67823.69653,65866.85525,80243.42547,99623.27667,160968.3835,101048.7618,125179.0064,167590.0348,205301.2684,159056.6652,171300.9428,66590.12461,135278.324,111086.7139,239795.9851,110708.2699,121061.7061,129504.8606,63289.5348,106132.0589
828,ZTNDRFCABXFVMY-WJTCTALZSA-N,TG(56:6),10.42_929.76_10.40_924.80_10.39_945.73,223023.2878,347138.6087,313401.7643,204749.2479,367046.6732,164342.3982,190020.1672,276320.0292,166923.8475,235583.0504,138719.3052,175829.6583,326058.0717,147585.5744,301736.8061,249980.5676,189984.6734,389573.3093,413006.0635,155787.5067,213893.2168,161849.639,206838.1075,282120.9265,159095.0467,215961.6347,358248.3588,163906.6925,265008.3063,157429.0432,232888.3263,206021.8019,346309.2213,184861.3816,266497.4659,219494.4907,277655.4456,195621.3722,135077.3097,165871.9443,255914.1674,133089.4833,300781.2086,266445.6338,275691.3169,282858.8715,293313.8013,280890.8414,272431.4747,238059.6323,291069.6809,344908.5338,211166.4471,236031.8791,234436.1226,186503.0002,153667.7494,324272.9705,175078.3442,180579.7369,280026.3022,246812.6462,576954.3792,138274.5076,227408.9064,280638.174,170205.7964,138988.5349,189312.1786,324530.4696,187829.0649,301455.9298,216495.1463,222767.041,328638.3183,289647.5428,121745.8941,198839.7512,238504.6343,313958.2708,304173.4428,323208.1824,190520.4399,86943.45871,149440.0587,205809.82,207255.9124,172472.63,194207.44,275613.9461,349026.8664,212021.2092,292282.3199,236379.9014,335457.592,176191.821,152459.4244,223224.3851,522245.0416,409495.1033,206893.5909,202157.7244,212433.4918,319013.2234,296861.6928,357701.3658,299990.8365,295268.9141,408126.7114,338842.8726,342719.599,172137.7323,303042.2226,142973.7565,124912.3536,219524.9639,294608.9357,240141.643,222431.2652,217465.6261,282775.8051,313074.2167,202405.6428,324657.8365,251822.8414,331902.1996,79683.90419,146787.3392,249945.8972,396891.1216,197611.7899,202050.1783,241708.0012,286133.6595,275365.7648,186711.3178,194466.5468,229892.8231,147243.3832,140896.515,252726.877,259194.4102,278223.9774,281606.9506,192602.1578,269224.498,157500.3413,309946.326,272014.782,193397.8272,299563.5249,146092.3571,188673.4683,303396.1474,271272.6689,154681.1499,227217.0581,246900.7664,367560.6301,317366.6004,237365.3631,195491.4025,272987.9308,221149.1618,439159.6024,238490.0619,235091.604,331029.853,135298.1594,260102.4239
829,DODZUDCYRVWEOJ-GKZBLMSTSA-N,TG(56:7) A,10.01_943.71,629.4540228,630.7417045,495.4802638,901.6200458,1374.143646,400.0196426,343.5329434,465.4315416,309.8912445,878.6139819,137.5375015,583.6309173,969.0419,531.6457635,1198.444331,612.7983823,1003.286581,1480.514488,2272.464505,453.011632,183.520049,453.0577914,251.0213372,667.4687683,520.6104362,623.6252735,1711.696372,308.9889628,536.2753041,776.4704955,1110.779765,750.9279546,533.1099545,424.3466579,1404.219663,822.7705408,712.6400169,838.156909,183.8294988,252.9684399,662.0867733,664.1345921,582.271754,584.1224353,297.8890295,723.7445909,1072.270284,1316.583585,794.3579197,983.1694989,1820.975366,1185.504216,1064.03671,512.8334596,631.6859349,299.6079784,657.8697846,1635.245925,378.7254139,696.9897765,705.148864,1043.970477,1714.382365,194.581541,251.5018979,1157.864041,456.23342,695.8052904,423.0637134,1072.87687,731.7448162,889.3009399,800.8900654,1055.89639,1039.277332,493.3448118,515.4549428,571.0056816,1160.075879,0.0,863.4557929,601.6012388,1153.124197,346.5987354,0.0,583.993417,636.8169964,490.5794221,707.2089662,772.1386989,1262.695975,1264.027891,1056.361373,1301.490933,650.6011207,353.0113953,526.5716881,865.951353,1022.881258,801.4321295,387.5517868,481.0615468,697.0027609,717.3043478,1432.795006,1395.051074,1355.850532,1440.40382,1039.222603,347.1035129,1616.649585,581.2285831,645.6963755,757.3625093,508.7544292,685.9856428,1066.475896,780.6782242,1378.524232,853.4953774,1164.815966,1511.585821,723.9733275,1002.001376,280.3945577,1084.080211,200.5304584,156.8775194,1109.820471,1393.607422,1221.747995,559.7085718,1200.563573,923.0741217,316.929609,650.1105493,361.8339995,487.9488271,978.653027,323.6899024,583.9015481,292.366889,917.1500991,885.8782808,454.3669567,920.572051,0.0,1293.191932,1156.63419,610.7642421,369.1151316,295.0579567,935.4764524,920.4896208,2097.233488,664.9822488,915.9412735,1045.444165,1405.450014,1279.994174,1406.495071,523.6333462,1294.904797,1337.584251,2373.96154,982.3421032,960.265619,954.1269183,0.0,682.3863017
830,DODZUDCYRVWEOJ-GKZBLMSTSA-N,TG(56:7) B,10.21_922.78_10.21_927.75,92746.56162,430890.2943,155968.1592,109319.9293,159754.8312,33590.90318,248945.2601,300918.1843,217225.9418,44387.57836,40541.72557,148167.3274,178075.3213,45779.55491,66136.68742,240343.3555,51647.44834,611657.4473,183958.773,40760.4017,187836.9683,174760.8302,85900.54389,225959.0013,54367.96876,84647.0071,109192.1313,204523.2474,183006.0172,71340.15046,95872.68873,265606.1902,311201.8996,234416.3095,227085.0724,267761.29,96777.05011,76336.06765,75126.67191,105013.12,145255.5698,44527.90765,72389.48014,131114.0359,407581.0056,40131.86953,102280.2741,125577.197,59785.11131,128785.144,80996.54928,114736.6246,93694.61292,181087.1927,117940.4681,42087.50493,55007.2172,86613.90569,152019.1509,38755.34035,216230.2385,82781.60143,112079.91,73156.57876,169801.6177,72806.25696,110179.189,69580.52904,84240.81854,100864.1536,161743.8184,57458.00031,136468.2931,112349.5437,373053.4968,130493.8965,64951.47133,136621.7609,134956.5036,97060.80251,64585.30234,158813.5614,78860.80119,30370.94587,126605.2584,163890.2778,159450.0605,53453.53383,57003.77585,92164.69955,112350.4433,52943.89809,147579.9603,88949.90072,259716.687,222258.2107,58988.21196,64543.67896,511829.2507,142770.3085,109593.8199,117384.6112,135832.6979,96120.81751,457566.4433,170227.8979,186675.6807,135334.5576,196457.4759,181182.7425,240201.7665,66496.35757,103659.2664,118154.4377,159217.6085,96565.16225,136679.9533,162522.1427,111838.3948,194119.8213,62949.96665,209348.86,155334.3427,267019.7499,225018.2628,259438.2657,27988.01452,129952.9415,231345.1778,180067.4157,68027.88013,123350.5369,144781.4092,145371.1554,365710.9721,150618.3032,154455.9221,261694.8332,79072.06595,62575.38781,80113.57003,90597.58842,253658.5253,149819.8658,109425.2416,274068.5198,97389.00239,220505.2145,393449.4561,252128.8401,280006.0644,75000.20197,95161.91865,123658.4372,145922.0957,182653.2144,259178.4723,351364.5895,696493.4434,738632.5905,260640.9798,65908.55081,96156.18468,273768.4046,281002.7146,193362.7922,256912.1604,113883.7267,105201.8386,168352.2176
831,UBGUHMDKBGQUND-VPFWBQFRSA-N,TG(56:8) A,9.63_941.71_9.65_920.77_9.66_925.72,23412.08848,66697.33101,28069.16689,27563.32262,56123.5755,18489.26611,21750.95766,66402.54852,29609.76626,49939.28503,13355.1461,33454.27627,84540.66289,24279.27924,35196.19385,27544.32979,35800.04404,172922.6993,71184.06885,23945.74541,26632.59743,33220.41476,17580.17946,41047.64088,35810.67444,29147.39489,43007.0722,46168.61732,47868.31999,29367.37328,41235.91106,42394.47133,53299.38808,33342.1367,45777.83027,47030.23773,27835.82622,29077.36916,15507.33129,22662.74284,67805.12917,28148.49521,37726.84262,35723.8721,35039.53663,59197.43618,71965.22544,38523.50975,40647.74381,43235.67897,73649.81389,59237.50533,42969.87428,73659.19715,31679.49764,32872.33478,30523.82898,67979.50918,26387.75912,44869.88893,75063.03235,41164.41041,85529.47727,23317.35467,30214.7258,78746.45035,30950.59154,33872.80697,25555.83772,46918.29944,43574.31165,32312.86244,27914.83677,28310.48808,64650.34994,38840.80065,32377.20806,32522.81098,48376.37573,40416.86747,47497.21445,45689.19768,51237.10298,20111.994,24236.39868,34322.25031,28547.23231,26035.4273,31600.6248,34361.24155,60044.02052,33075.89571,41539.57594,29571.63643,84005.17932,27411.89391,32820.71247,43816.31668,104218.7684,49030.02321,39637.08149,51396.67159,31259.4312,36382.0835,88740.38257,46233.53316,44257.93711,54410.41226,46170.68769,43623.92718,54595.51341,31986.61038,37391.88352,31429.5631,50902.6641,33438.30766,47573.321,31323.96654,43147.62872,59594.7943,61739.78297,54215.36705,64381.49059,44019.50748,21243.14815,64335.01829,22259.959,25600.5923,41278.26485,52248.03889,60737.73777,25320.75417,36444.41879,63010.09785,64976.09768,31896.45379,33955.58627,118380.1052,43242.77815,29397.7105,29762.41437,38930.51179,38958.017,53601.36718,35687.10485,53115.42732,45734.07597,66995.13723,105234.6459,48836.24929,50915.32216,19888.25127,44880.81132,54642.4786,63897.06136,58355.75984,74488.51272,46224.29675,60368.17471,60386.78323,81331.62625,65714.16256,33562.37942,72526.91711,89349.08282,108504.6912,31374.70595,55956.5373,20604.17897,37064.60761
832,UBGUHMDKBGQUND-VPFWBQFRSA-N,TG(56:8) B,9.85_941.69_9.82_925.73_9.83_920.77,29223.4721,153141.3827,52981.74659,44191.39241,65601.79362,16183.48124,100034.8577,131335.1582,93753.34357,23493.57103,14098.8674,79346.20059,127809.791,18441.83244,28544.6683,71956.89255,24502.16471,339192.038,86520.93684,18713.04708,46050.33804,78933.37242,25825.66581,97001.33387,27993.55749,35108.28062,38280.48339,90200.87255,73420.04451,39293.60421,40106.06211,120326.8343,132017.2598,96117.95403,105890.0103,146709.3699,29568.30947,32456.69914,32941.84216,47826.10561,83454.27482,22884.84244,32316.08235,58529.94805,125720.9411,19335.81102,55633.88608,59196.71813,22326.4126,49881.90478,47886.69791,59431.57758,48872.97543,98594.7465,54366.43079,17147.36554,28680.46455,45323.94608,88866.02914,18443.6622,134651.3224,40153.70107,47968.79233,34355.80334,64396.72711,39754.50162,67167.96059,38241.87007,30053.33043,44471.59106,104245.4223,20741.69694,49561.95406,47995.86527,219874.3917,63256.41251,37455.00967,62291.5289,55105.11872,39121.22003,29951.79274,75966.73814,39842.12601,15900.91204,61614.06122,90806.13662,69888.11808,24559.16061,28025.29058,31052.38125,44776.13337,22481.42497,57553.0782,29822.44458,108776.1336,98927.05085,33057.60204,34880.47941,256386.104,53404.33208,53279.0662,71612.44404,50634.58445,35026.83614,253861.0521,69969.94205,78550.26803,68486.54561,68079.75452,62997.17111,98471.87436,29103.98539,44055.21481,64162.92772,97060.39529,43759.70794,66651.38981,58005.70714,50104.05381,121187.1841,32442.44975,110594.5856,93693.52361,96990.35246,71804.64469,141604.8163,12748.7778,41001.87224,81514.06827,72340.9711,33917.21404,50369.15531,55299.06793,62028.2292,137808.1802,65695.72285,69437.1681,129418.0329,51813.09318,28787.96906,30548.19677,35334.93063,124794.6065,69036.28155,36610.05889,154109.7488,64200.64749,113211.2585,266047.3122,153840.7907,123011.2443,27707.70743,48025.13518,55205.84593,80187.09834,111084.3809,149908.3238,202530.1182,406721.0053,364407.3857,139160.212,35868.27675,36752.32602,147093.2514,154085.8844,105476.3813,120282.3124,48443.78051,45271.56623,61930.21775
833,HTODETRMAVZETG-GOCHBVGNSA-N,TG(56:9),9.34_923.72_9.31_918.75,7637.475509,17163.38284,6844.346016,11359.03999,15620.80154,4336.929379,17896.6148,15233.55472,14636.25146,13620.21726,2172.583126,9334.151225,32109.46472,6771.675103,9826.818157,12188.94282,10220.27522,76737.01606,16084.61462,8764.533142,11842.44081,13940.60736,5135.948674,17014.2629,12212.85216,7936.036557,9366.671677,21548.66007,17452.40368,6957.455449,10656.09644,21393.04562,22875.64036,11662.66108,15910.8993,25051.19778,9230.38498,8320.747084,2674.618202,8191.871609,23885.07417,7002.758699,9421.15698,8637.531755,12771.19988,17564.72449,24769.54879,7420.935497,11103.97786,16884.90725,23828.55622,17231.39804,10291.34367,22475.28949,12096.11365,10938.65763,8208.088464,19395.04226,7364.495809,14723.25788,29638.0875,12640.30441,21780.33858,6595.503485,10699.95906,28202.76108,8524.236852,9571.035989,9462.680025,12970.61673,13162.30539,8004.392011,8659.73482,10248.24675,29781.731,9434.552327,5580.81096,9822.45127,14369.19052,11382.7435,10435.30987,14235.95175,16403.08181,9986.491905,12042.49256,14878.38845,12533.83212,6857.545583,5218.655536,7728.873098,19309.98919,9209.132114,10684.88785,6549.256023,20777.68487,6450.045313,8637.670801,12068.87597,35455.48413,11499.08247,12620.91925,15449.90689,7286.154545,9335.131051,33008.01495,10924.19136,10875.0948,14378.28133,13210.16735,15088.42039,14496.39137,8319.744015,8094.075323,7725.686219,18392.12968,11352.21685,13895.48783,10311.4084,19477.27132,26654.03613,19851.77591,18888.15792,26407.84542,15531.49086,8384.123316,18225.36093,8477.263411,7379.306311,24640.58051,13443.96451,17182.05966,6327.591957,8764.61852,20881.29731,21995.28338,8219.254802,15085.1566,38116.89941,12373.89263,7335.178818,7281.169482,10590.0603,23178.31178,17937.80707,15856.79736,18289.19704,14597.86495,23647.22373,50314.38164,26706.09728,16688.35596,6631.658747,13457.62588,16301.66355,18622.83567,16525.61752,30289.68429,15342.26204,20536.58687,45850.33471,25074.03143,21592.8897,8958.379468,25295.60949,31797.11509,38863.47578,17039.78187,12818.88234,7643.844692,8773.398703
834,QLQFCWUGYPUXFE-MKFPQRGTSA-N,TG(57:1),11.94_948.89,2669.365212,3039.273956,4504.461466,1442.935221,1531.062931,1930.841081,1902.495117,817.9419285,1343.187918,1402.381285,1394.477446,1206.696356,3504.634523,1732.28898,1278.198834,1323.261507,1164.846417,1313.359627,1210.301495,1754.089426,2433.739734,1776.865895,1279.427092,1385.588624,1278.440918,1690.672414,2540.711695,1473.231043,983.3247,640.7630395,1010.666568,1314.447039,1542.951206,1540.189388,1890.243918,1234.155811,1709.264401,2621.280103,1827.184413,1397.246958,1424.074214,2333.738067,1384.351095,1224.347025,2298.001085,1597.109458,956.5198117,2717.495982,1483.420833,1115.783059,1856.01736,2558.426778,618.0623257,1644.64238,810.8876185,1597.414816,4735.333419,826.1695442,3028.045885,749.081688,1424.426394,460.291197,2383.662845,665.8337107,2145.556014,487.7063686,1212.682614,3491.594363,1876.357305,1304.136747,1002.053536,980.2133342,1931.192785,1594.231933,1618.467933,5074.512708,1479.988337,664.7313616,1278.20371,4086.858011,948.014912,3307.140328,1337.741286,2472.527877,1217.446789,1089.475748,1756.341276,1346.451829,2406.902013,2372.027194,1325.789803,2188.086196,3602.053988,1170.438027,3853.30815,3874.339996,1835.555807,2357.483221,2996.052202,2089.597908,4126.334264,860.0373583,2225.267011,2083.743694,1679.056648,1628.700733,1162.007913,1937.709679,1227.93928,2159.872774,2153.36569,1511.866257,2183.879174,1270.446178,854.1817908,2749.824549,1672.377296,2839.373327,2344.56957,1483.832939,919.8303296,1618.223269,1380.407408,1880.982901,2476.275193,2830.747549,2231.70994,3810.53221,3010.842433,6498.718076,1781.414097,3466.73103,2106.030637,3079.153531,2423.037417,987.0449203,2197.223852,1649.835945,2322.687065,2032.47148,2989.907218,1997.663216,1267.477819,992.3146731,1909.560086,1884.386872,1481.574353,1078.326194,699.0646202,1065.486836,3658.108258,2274.720315,1639.339764,2606.439031,2041.858086,1761.869993,2477.977649,2188.508524,2503.65479,2098.678767,1526.830991,1795.661452,1527.033264,1688.500733,1604.773856,1462.113625,2302.006621,3246.981261,3000.847395,3102.465904
835,OQPANTOJGGHRCB-OEIGHXOUSA-N,TG(57:2),11.78_946.88,3519.390728,2226.518217,5073.423972,2319.677073,2107.411333,2545.796651,3080.184109,1320.686547,2089.077569,1917.079024,1512.912517,1847.50733,4601.541703,2269.855075,1940.692905,1711.047983,1538.857437,1578.021491,2649.361057,1534.088999,3486.281191,2232.791141,2001.22201,2109.336377,1440.833164,2377.065166,2605.591155,1359.905578,1460.729302,1007.313075,1645.908644,2296.728013,1995.638663,1340.901079,2066.612831,1395.341853,2592.473645,2222.228407,2988.744433,1982.841985,1714.96145,2350.727556,1591.057568,2512.496501,4164.108349,2023.933191,2058.253852,4313.418757,1879.825564,1396.557977,2124.26987,2690.39591,998.5948164,2108.315334,1744.976395,2080.940563,4093.411993,1593.937448,6647.465791,1275.209995,2344.074093,1989.230488,5061.476883,1409.702727,2611.836082,1232.715857,1676.007745,3344.207036,2245.492017,1747.648839,2903.315875,1872.248481,1908.107262,1811.011345,2374.393312,6314.356084,1403.240518,1586.126893,1809.77895,4851.933326,2204.491962,5071.115151,1643.971219,2470.674408,1374.998726,2017.627349,2114.232428,1752.500643,2704.134767,6649.803919,2507.365141,1774.731103,4741.392387,2468.53966,6869.035698,4514.073317,1790.885201,3125.848122,5126.138263,3070.408171,5626.378132,906.1857044,1890.096285,2669.796608,1796.590613,2789.246289,2682.362722,3075.965517,3459.236454,2728.148952,3099.661917,1697.769811,2385.991714,1935.590973,1627.638709,3850.489616,2170.960367,1762.204751,3542.46579,1926.817857,1924.725116,2444.663488,1398.180894,3004.125961,3236.763921,3710.825107,1814.477212,5667.295121,2438.825138,9490.204874,2564.532837,2901.252267,3809.77159,4668.285686,3508.337067,1290.501838,2532.837997,2824.85173,1783.007692,2442.191921,3245.622967,2133.746714,1657.955458,1789.768874,3306.518405,2612.861232,1252.801843,1787.882818,1274.99854,2137.674848,3986.12105,3559.189141,1784.724636,2393.273014,2802.171148,2294.616859,2989.149665,2098.834161,3593.981483,3019.698935,2035.774655,1343.708772,2025.260219,2630.734273,2391.207901,2009.291063,1756.102194,3816.507673,4561.006931,4314.946285
836,OWZMHFAFGQCCNI-FBXRAONGSA-N,TG(58:1),12.00_962.91_12.00_967.87,12152.43893,6631.798493,13133.37623,1867.580247,2509.975293,9839.289119,4469.799058,1187.145008,4593.624473,3466.840718,5156.382812,2162.983501,9490.981331,7162.416979,3545.353504,3051.544444,1320.751658,3231.660657,4087.412875,7839.58511,10090.00426,5619.254759,3503.87569,3989.054494,4053.43783,6098.569234,7256.086773,1999.132029,5153.946019,2139.141239,2424.169574,4755.015396,5894.057024,2418.088749,3973.01268,941.8557507,7084.427636,7007.881838,17234.52053,6730.036964,3057.743944,4374.021314,3125.34364,2233.08577,7441.793111,2225.746586,3568.271377,33043.19105,2746.960915,3266.866465,4127.705276,7716.312754,854.3802738,5378.606263,3050.908664,7872.867077,13239.79554,2487.055214,59353.56568,2418.106534,5543.574676,2479.564001,8961.575643,2492.062549,3768.077108,2347.306191,2564.835547,9168.862816,5047.94044,4567.118568,6422.79001,5639.986207,4704.119253,7220.560946,2022.844788,19412.0127,2959.976674,1809.626592,1646.217338,20576.09877,3229.920152,10110.56708,6206.650697,11129.15565,2337.702447,4547.189995,3963.548985,1355.50868,4369.663129,21906.49461,5934.9169,3961.319636,7501.974224,4077.327064,28553.18834,15526.11205,3861.976931,4853.641925,21795.06991,7692.27985,13145.20643,2321.40165,3863.033062,5940.907925,3391.694428,5234.437038,5903.293584,5512.962353,5379.706162,5722.974994,9704.954057,3639.678025,5199.611011,1603.018575,1864.181359,21289.08284,3795.267995,7786.458307,7301.505464,3416.479545,2585.959496,6759.925538,1825.929456,6597.995937,9085.924811,7092.885609,3736.766499,23640.00223,9412.090177,94869.97298,5477.693172,8063.265549,8618.331362,15521.75593,6381.893608,1545.362452,6833.768218,4997.646283,4517.555332,4163.87808,17266.50713,4757.606649,3627.663225,2723.952902,5481.520886,8411.550403,2829.698076,2683.323291,2860.604201,2990.638703,6403.099826,9028.269101,3605.544826,4094.448569,6699.544696,3544.669326,5490.162963,3182.872356,6054.306816,5328.645327,4943.708733,2344.808256,5557.333453,3996.802005,5175.632824,3837.18091,3306.668082,18154.50529,11401.34604,10120.59913
837,GXWBCAVCOMAOHT-VMCJOIRWSA-N,TG(58:10),9.46_944.77_9.46_949.73,7670.486208,25153.07811,5313.81588,11872.04549,11639.158,4985.319426,12435.89255,20155.93513,15450.57135,8122.927974,4137.586504,15696.91126,24375.62575,6569.199768,9160.070512,13414.53959,8034.370639,66402.26876,18218.01034,11855.1843,13610.47056,19054.23433,4627.825898,26918.23878,16404.80102,8989.922774,8053.062856,27842.65015,25405.46762,11109.82379,11874.14035,31116.33478,20238.27992,19931.4079,25599.07255,28555.18987,10458.30481,8372.668309,5843.151925,10495.4991,22249.44561,7645.270304,13728.51228,11276.53311,19359.16517,9253.26017,31639.86545,7806.739814,9485.841357,17803.14183,16109.65068,14305.89746,13346.51057,23020.52419,10345.5372,11000.95236,7204.670914,14922.33128,15083.11306,12448.92502,44610.61994,11749.76433,16013.59095,8307.212979,14231.0012,27801.60213,13363.14779,11496.21155,10326.47385,9572.469321,20872.01974,7633.906915,8322.331023,9155.317206,31283.97661,8448.625215,13674.59441,13898.79739,18711.14555,6931.333323,7129.167416,15110.8566,18786.9866,13215.2352,13145.35612,22878.99072,12024.37853,5246.935603,9572.944557,8139.539664,17099.24698,7271.155702,12107.19918,8302.65353,25437.9571,17033.19916,11775.44245,14132.57261,41530.44558,13999.88639,10821.51388,20425.53765,11637.66085,7337.87086,42860.71936,12580.2796,12937.16114,14607.12127,13286.16638,13714.82173,15761.97228,7123.689821,8729.134197,14362.41857,31134.45694,7589.956904,16317.97553,13369.56291,19752.25724,27089.52694,30231.90806,19293.38022,33485.24752,15153.04048,7431.27088,27785.66705,12197.8581,9520.267626,27831.04706,21474.72224,16461.01109,10789.104,12598.35094,18488.35993,27817.02233,14244.11652,19118.6443,41100.38921,19637.61549,8128.810539,9147.79092,11458.65575,23751.43218,17949.26945,12059.34595,21845.0833,19392.55548,39643.22842,58892.22229,33235.91373,17781.19465,9389.736114,17345.91921,21259.84975,31926.11683,40673.32055,36115.50957,21165.4201,38783.8028,41519.46124,30502.39584,21385.13726,15923.04231,37928.60283,36118.19074,33497.76659,16812.04764,19401.33702,12243.50422,11609.35322
838,NFQQJRGJJVQGAV-MEADVOAOSA-N?,TG(58:2),11.88_965.86_11.88_960.89,10991.81274,7376.974763,15684.25979,2258.768393,5928.46925,14729.08147,2384.408937,3090.111944,8180.346794,4000.81128,6333.092547,3488.969285,13572.21589,8878.12903,4932.018462,2073.939525,3277.241271,8349.783323,6744.835891,6348.076838,12919.57155,5857.253472,2987.067054,2902.870073,1345.308314,11769.91466,11978.67068,1757.430061,6090.358128,4088.01223,2975.983985,4955.349016,7601.998713,1956.805034,9985.711638,2417.790624,10093.05447,9204.891364,25394.73218,6923.800024,5586.602004,2102.063209,0.0,4204.361483,11806.90865,5876.94526,5588.643256,67476.7534,4416.970694,3840.305792,5682.844822,11378.17891,3107.278045,10556.10136,5433.171046,8833.98574,13908.29757,3015.518836,136510.7407,6063.498504,9588.226357,5092.172543,21742.96407,2633.944923,5822.380221,1771.88285,1285.963629,12105.18399,5485.881119,6946.244147,9572.751215,10724.92832,6440.860903,7048.94391,4516.341971,39419.54673,5673.115769,1338.114325,2938.051182,22817.36823,0.0,15881.60611,11541.49848,11001.26628,3526.503429,4654.739427,3981.379861,2151.002081,3898.190485,45417.15549,7467.195597,5641.697947,14713.52886,5852.190133,62626.09846,21347.60539,3829.489217,6059.605019,60381.52391,11680.55859,12052.94148,966.3183977,1274.981826,9075.680542,6055.797643,6320.522813,6987.76445,6866.18905,8411.127888,9524.181757,21982.96702,3523.208328,5143.23225,3221.733783,4233.362502,53845.09386,6282.593853,5150.324334,7516.282056,4151.734587,1662.726588,9089.065124,2013.143508,9496.944622,13862.4135,7424.179173,4182.030366,58456.95933,10288.82697,205801.4614,7250.831245,13648.81088,13914.93536,26659.11977,17067.21223,1700.870623,7573.16813,9529.224852,4571.781489,6702.854358,30877.41786,5338.087818,5025.825093,3621.293564,7481.818934,16060.53118,1499.276988,1986.758548,5614.759926,2311.905399,9720.30044,11408.06704,3163.374285,2862.515091,11808.1453,7127.392,9110.05063,3164.71046,21088.05268,13327.60954,8570.346336,2191.727509,4803.522541,5810.630052,7585.811722,6029.855715,3469.452836,40674.6234,13693.56241,16115.64101
